model,source_region,target_region,action,adaptation,mae_2023_2025,n_test_stations,n_test_observations,action_fit_seconds,n_action_training_observations,source_training_seconds_sunk
graphwavenet_transfer,WCE,EAU,deploy,deploy,2.445974588394165,241,253030,0.0,0,142.56140950000554
graphwavenet_transfer,WCE,EAU,adapt,head_finetune,2.4395737648010254,241,253030,1.6617051000066567,699,142.56140950000554
graphwavenet_transfer,WCE,EAU,retrain,retrain,2.4267327785491943,241,253030,35.01449030000367,2891,142.56140950000554
graphwavenet_transfer,WNA,EAU,deploy,deploy,2.4877636432647705,241,253030,0.0,0,189.67070129999775
graphwavenet_transfer,WNA,EAU,adapt,head_finetune,2.427323818206787,241,253030,1.660888000013074,699,189.67070129999775
graphwavenet_transfer,WNA,EAU,retrain,retrain,2.4267327785491943,241,253030,35.01449030000367,2891,189.67070129999775
graphwavenet_transfer,ENA,EAU,deploy,deploy,2.4473183155059814,241,253030,0.0,0,90.24955379999301
graphwavenet_transfer,ENA,EAU,adapt,head_finetune,2.438119888305664,241,253030,1.6627385999890976,699,90.24955379999301
graphwavenet_transfer,ENA,EAU,retrain,retrain,2.4267327785491943,241,253030,35.01449030000367,2891,90.24955379999301
graphwavenet_transfer,CNA,EAU,deploy,deploy,2.466999053955078,241,253030,0.0,0,72.37994899999467
graphwavenet_transfer,CNA,EAU,adapt,head_finetune,2.4508090019226074,241,253030,1.6587640999932773,699,72.37994899999467
graphwavenet_transfer,CNA,EAU,retrain,retrain,2.4267327785491943,241,253030,35.01449030000367,2891,72.37994899999467
graphwavenet_transfer,SAU,EAU,deploy,deploy,2.4279470443725586,241,253030,0.0,0,56.65577630000189
graphwavenet_transfer,SAU,EAU,adapt,head_finetune,2.4277188777923584,241,253030,1.6609823000035249,699,56.65577630000189
graphwavenet_transfer,SAU,EAU,retrain,retrain,2.4267327785491943,241,253030,35.01449030000367,2891,56.65577630000189
graphwavenet_transfer,MED,EAU,deploy,deploy,2.434494733810425,241,253030,0.0,0,44.23583289999806
graphwavenet_transfer,MED,EAU,adapt,head_finetune,2.4301352500915527,241,253030,1.6654694999888306,699,44.23583289999806
